"Protein","lfc","padj","Significant","Regulation","Species","Strain","Daterange"
"Factor IX",8.90030749887151,8.12952340513527e-06,TRUE,"Up","Cyno","Malale","4"
"VCAM-1",-4.71324527084477,0.360187128528572,FALSE,"None","Cyno","Malale","4"
"IP-10",4.31304310727499,2.21039471153503e-13,TRUE,"Up","Cyno","Malale","4"
"OPN",-4.31119851658916,0.675906653257232,FALSE,"None","Cyno","Malale","4"
"MMP-9",-3.49169374061111,0.675906653257232,FALSE,"None","Cyno","Malale","4"
"Tissue factor",3.0346907437253,0.0420022030775306,TRUE,"Up","Cyno","Malale","4"
"Fibrinogen",-2.37362016764188,0.432599947993371,FALSE,"None","Cyno","Malale","4"
"MPO",-2.28449013978008,0.82278828563729,FALSE,"None","Cyno","Malale","4"
"MCP-1",2.04793086991333,0.0665774891225352,FALSE,"None","Cyno","Malale","4"
"IL-18",1.5287004946214,0.840358515010039,FALSE,"None","Cyno","Malale","4"
"I-TAC",1.38056845833693,0.177018520152004,FALSE,"None","Cyno","Malale","4"
"Eotaxin",1.16040996947331,0.177018520152004,FALSE,"None","Cyno","Malale","4"
"Prothrombin",-1.12740430413082,0.31182064574961,FALSE,"None","Cyno","Malale","4"
"D-dimer",-1.11305378974556,0.770297408550453,FALSE,"None","Cyno","Malale","4"
"Factor XIII",-1.08643407268184,0.770297408550453,FALSE,"None","Cyno","Malale","4"
"RANTES",-1.03789371567376,0.549746325995471,FALSE,"None","Cyno","Malale","4"
"IL-8",-0.937840680270513,0.770297408550453,FALSE,"None","Cyno","Malale","4"
"IFN-B",0.825041517104613,0.376431731247553,FALSE,"None","Cyno","Malale","4"
"sST2",0.666867464113533,0.82278828563729,FALSE,"None","Cyno","Malale","4"
"ICAM-1",-0.647232170442587,0.861461801266339,FALSE,"None","Cyno","Malale","4"
"NGAL",-0.63533953851552,0.82278828563729,FALSE,"None","Cyno","Malale","4"
"IL-6",0.63467861558301,0.861461801266339,FALSE,"None","Cyno","Malale","4"
"PSGL-1",-0.629360064348848,0.861461801266339,FALSE,"None","Cyno","Malale","4"
"sFlt-1",0.628279046889745,0.675906653257232,FALSE,"None","Cyno","Malale","4"
"PIGF",0.618677291898205,0.82278828563729,FALSE,"None","Cyno","Malale","4"
"TIE-2",0.601266774516411,0.376431731247553,FALSE,"None","Cyno","Malale","4"
"MIP-1B",0.600583605199402,0.82278828563729,FALSE,"None","Cyno","Malale","4"
"IL-12p40",-0.584466504687434,0.82278828563729,FALSE,"None","Cyno","Malale","4"
"TNF-a",-0.577051120067237,0.861461801266339,FALSE,"None","Cyno","Malale","4"
"IGFBP-4",0.555815358166395,0.549746325995471,FALSE,"None","Cyno","Malale","4"
"sRAGE",0.555477243941418,0.696525662596909,FALSE,"None","Cyno","Malale","4"
"MIG",0.541108379070805,0.861461801266339,FALSE,"None","Cyno","Malale","4"
"TIE-1",0.507218402347487,0.770297408550453,FALSE,"None","Cyno","Malale","4"
"Antithrombin",-0.499942362637217,0.52349309549284,FALSE,"None","Cyno","Malale","4"
"Myoglobin",-0.444593193477139,0.861461801266339,FALSE,"None","Cyno","Malale","4"
"GM-CSF",-0.431675743846776,0.861461801266339,FALSE,"None","Cyno","Malale","4"
"sCD40L",0.413868932265366,0.82278828563729,FALSE,"None","Cyno","Malale","4"
"PAI-1",0.366071330726491,0.82278828563729,FALSE,"None","Cyno","Malale","4"
"LIGHT",-0.326293519634989,0.906647960901263,FALSE,"None","Cyno","Malale","4"
"P-Selectin",0.238850215678655,0.770297408550453,FALSE,"None","Cyno","Malale","4"
"IL-17A",-0.230477626064015,0.861461801266339,FALSE,"None","Cyno","Malale","4"
"IFN-g",-0.224259324501421,0.861461801266339,FALSE,"None","Cyno","Malale","4"
"IL-10",0.214889437689208,0.861461801266339,FALSE,"None","Cyno","Malale","4"
"IL-1B",-0.204781712325664,0.861461801266339,FALSE,"None","Cyno","Malale","4"
"Cystatin C",-0.177597045159338,0.861461801266339,FALSE,"None","Cyno","Malale","4"
"IL-23",-0.17248651284997,0.865708432697288,FALSE,"None","Cyno","Malale","4"
"MMP-2",-0.139062473611979,0.840358515010039,FALSE,"None","Cyno","Malale","4"
"MRP8/14",0.107569664590699,0.865708432697288,FALSE,"None","Cyno","Malale","4"
"tPA",-0.0123429847047589,0.981012363977296,FALSE,"None","Cyno","Malale","4"
"Factor IX",9.61550226927156,8.08450397038314e-07,TRUE,"Up","Cyno","Malale","7"
"IP-10",5.23702188223701,1.69128604417332e-17,TRUE,"Up","Cyno","Malale","7"
"MMP-9",4.36288270651592,0.433049848739575,FALSE,"None","Cyno","Malale","7"
"IFN-B",4.28194385909941,2.78332451920661e-13,TRUE,"Up","Cyno","Malale","7"
"Tissue factor",4.12387529700246,0.000490331922798837,TRUE,"Up","Cyno","Malale","7"
"MIG",3.36276530841205,0.0490456575321715,TRUE,"Up","Cyno","Malale","7"
"I-TAC",3.13147068262536,8.64636004134724e-06,TRUE,"Up","Cyno","Malale","7"
"MCP-1",2.76016039471404,0.00141206932193743,TRUE,"Up","Cyno","Malale","7"
"PAI-1",2.60481412680802,0.000145170216374412,TRUE,"Up","Cyno","Malale","7"
"tPA",2.13092134949264,0.000601861216516586,TRUE,"Up","Cyno","Malale","7"
"IL-18",-1.95132700160144,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"IL-6",1.81083471176177,0.697980861024036,FALSE,"None","Cyno","Malale","7"
"Eotaxin",1.57599000127677,0.0112707910449817,TRUE,"Up","Cyno","Malale","7"
"Fibrinogen",-1.5690555628261,0.697980861024036,FALSE,"None","Cyno","Malale","7"
"D-dimer",-1.43036263969686,0.598873829575749,FALSE,"None","Cyno","Malale","7"
"Prothrombin",-1.2708732906048,0.0978876421927251,FALSE,"None","Cyno","Malale","7"
"LIGHT",-1.23205064681878,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"IGFBP-4",1.14544678647541,0.0162020012172945,TRUE,"Up","Cyno","Malale","7"
"PSGL-1",-1.13600315618633,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"sST2",1.07048848092253,0.697980861024036,FALSE,"None","Cyno","Malale","7"
"Myoglobin",1.04464149940647,0.82257294076651,FALSE,"None","Cyno","Malale","7"
"VCAM-1",1.02718030499579,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"MIP-1B",0.860444752657703,0.82257294076651,FALSE,"None","Cyno","Malale","7"
"OPN",0.741744375519884,0.962357928350786,FALSE,"None","Cyno","Malale","7"
"GM-CSF",0.641281146202482,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"Factor XIII",0.610413510427403,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"P-Selectin",0.543753058580362,0.130490723205983,FALSE,"None","Cyno","Malale","7"
"IL-12p40",-0.523848537539768,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"IL-10",0.512590915934672,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"Antithrombin",-0.508373961209312,0.426913113711971,FALSE,"None","Cyno","Malale","7"
"IFN-g",0.446370495439286,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"NGAL",-0.365197285114263,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"ICAM-1",-0.334907435740207,0.962357928350786,FALSE,"None","Cyno","Malale","7"
"PIGF",-0.328800461355328,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"TIE-1",0.328360811564661,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"RANTES",0.306436030916968,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"Cystatin C",-0.27055280110012,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"MPO",-0.211556519003254,0.968411780142682,FALSE,"None","Cyno","Malale","7"
"IL-8",0.184928898936084,0.962357928350786,FALSE,"None","Cyno","Malale","7"
"sCD40L",-0.134925336006466,0.962357928350786,FALSE,"None","Cyno","Malale","7"
"TIE-2",0.129966414051811,0.948812671412386,FALSE,"None","Cyno","Malale","7"
"IL-23",0.121139609419014,0.962357928350786,FALSE,"None","Cyno","Malale","7"
"IL-1B",0.114246702838936,0.962357928350786,FALSE,"None","Cyno","Malale","7"
"IL-17A",-0.109960960938508,0.962357928350786,FALSE,"None","Cyno","Malale","7"
"sFlt-1",-0.102335412709763,0.962357928350786,FALSE,"None","Cyno","Malale","7"
"TNF-a",0.0868569821346554,0.968411780142682,FALSE,"None","Cyno","Malale","7"
"MMP-2",-0.0544984791309027,0.962357928350786,FALSE,"None","Cyno","Malale","7"
"MRP8/14",-0.0199471318210733,0.968411780142682,FALSE,"None","Cyno","Malale","7"
"sRAGE",0.0192878329216093,0.968411780142682,FALSE,"None","Cyno","Malale","7"
"Factor IX",9.56073182329939,9.37143502022476e-07,TRUE,"Up","Cyno","Malale","10"
"IP-10",4.77103700430049,1.95363684376814e-15,TRUE,"Up","Cyno","Malale","10"
"MMP-9",4.72053124002907,0.318633943280802,FALSE,"None","Cyno","Malale","10"
"Tissue factor",4.3863041273794,0.000153865363635629,TRUE,"Up","Cyno","Malale","10"
"MIG",3.26275703218606,0.0602870370944444,FALSE,"None","Cyno","Malale","10"
"I-TAC",3.20580552625109,5.08810636560964e-06,TRUE,"Up","Cyno","Malale","10"
"PAI-1",3.02405815724191,7.52380925555251e-06,TRUE,"Up","Cyno","Malale","10"
"IFN-B",2.81927880130145,6.44831342689989e-07,TRUE,"Up","Cyno","Malale","10"
"tPA",2.6390984786712,1.58585449724202e-05,TRUE,"Up","Cyno","Malale","10"
"MCP-1",2.58149988945103,0.00293226184445761,TRUE,"Up","Cyno","Malale","10"
"Fibrinogen",-2.160443524662,0.355303246359991,FALSE,"None","Cyno","Malale","10"
"Prothrombin",-2.04959309560211,0.00226612067777334,TRUE,"Down","Cyno","Malale","10"
"IL-18",2.04130333311739,0.75165065749393,FALSE,"None","Cyno","Malale","10"
"IL-6",1.78250547078254,0.591218226782934,FALSE,"None","Cyno","Malale","10"
"D-dimer",-1.73015120316918,0.340853831911241,FALSE,"None","Cyno","Malale","10"
"LIGHT",-1.63735252302286,0.7727391277923,FALSE,"None","Cyno","Malale","10"
"Factor XIII",-1.24214389297313,0.619225447709124,FALSE,"None","Cyno","Malale","10"
"OPN",1.18064691473399,0.914809568258583,FALSE,"None","Cyno","Malale","10"
"sCD40L",-1.05129975851404,0.184059929628471,FALSE,"None","Cyno","Malale","10"
"VCAM-1",0.967578107536069,0.91162698868433,FALSE,"None","Cyno","Malale","10"
"IGFBP-4",0.911205007639261,0.0750129820621081,FALSE,"None","Cyno","Malale","10"
"MIP-1B",0.877471271347275,0.638554242079968,FALSE,"None","Cyno","Malale","10"
"Cystatin C",-0.864652983985501,0.370477481201644,FALSE,"None","Cyno","Malale","10"
"Eotaxin",0.833792505717017,0.315367019233343,FALSE,"None","Cyno","Malale","10"
"Antithrombin",-0.75979924218397,0.0825206768729796,FALSE,"None","Cyno","Malale","10"
"Myoglobin",-0.72613520822815,0.788403347148876,FALSE,"None","Cyno","Malale","10"
"PIGF",-0.681187460368776,0.75165065749393,FALSE,"None","Cyno","Malale","10"
"P-Selectin",0.665561230813957,0.0498406098057054,FALSE,"None","Cyno","Malale","10"
"IL-10",0.609807270658791,0.75165065749393,FALSE,"None","Cyno","Malale","10"
"sRAGE",-0.544347616551009,0.591218226782934,FALSE,"None","Cyno","Malale","10"
"sFlt-1",-0.514978145351233,0.619225447709124,FALSE,"None","Cyno","Malale","10"
"sST2",0.506059826053342,0.863345986232963,FALSE,"None","Cyno","Malale","10"
"RANTES",0.505416090500821,0.7727391277923,FALSE,"None","Cyno","Malale","10"
"TIE-2",-0.482680568623909,0.370477481201644,FALSE,"None","Cyno","Malale","10"
"ICAM-1",-0.480478896234541,0.926062929376505,FALSE,"None","Cyno","Malale","10"
"TNF-a",0.469348099180045,0.91162698868433,FALSE,"None","Cyno","Malale","10"
"GM-CSF",0.448586623470552,0.914809568258583,FALSE,"None","Cyno","Malale","10"
"IFN-g",0.3638538592405,0.91162698868433,FALSE,"None","Cyno","Malale","10"
"MRP8/14",0.314922402641798,0.788403347148876,FALSE,"None","Cyno","Malale","10"
"IL-12p40",-0.258583572362259,0.914809568258583,FALSE,"None","Cyno","Malale","10"
"IL-8",0.23411363200097,0.926062929376505,FALSE,"None","Cyno","Malale","10"
"MMP-2",0.226361138210681,0.638554242079968,FALSE,"None","Cyno","Malale","10"
"TIE-1",-0.209345821493844,0.91162698868433,FALSE,"None","Cyno","Malale","10"
"NGAL",-0.198617450232618,0.926062929376505,FALSE,"None","Cyno","Malale","10"
"IL-17A",0.103476332861374,0.969770483195871,FALSE,"None","Cyno","Malale","10"
"MPO",-0.091143819733448,0.976630844543855,FALSE,"None","Cyno","Malale","10"
"PSGL-1",-0.0848689375783085,0.976630844543855,FALSE,"None","Cyno","Malale","10"
"IL-23",-0.0531881745601979,0.976630844543855,FALSE,"None","Cyno","Malale","10"
"IL-1B",-0.0363903602859832,0.976630844543855,FALSE,"None","Cyno","Malale","10"
"Factor IX",9.84978299466764,1.0193011484626e-08,TRUE,"Up","Cyno","Malale","≥14/Term"
"MMP-9",5.67260699542305,0.0658724840546155,FALSE,"None","Cyno","Malale","≥14/Term"
"LIGHT",-5.16791735694636,0.0321838424260175,TRUE,"Down","Cyno","Malale","≥14/Term"
"IP-10",4.68755945951267,3.43334094327037e-18,TRUE,"Up","Cyno","Malale","≥14/Term"
"Tissue factor",4.60175779658198,4.32044934317906e-06,TRUE,"Up","Cyno","Malale","≥14/Term"
"IL-6",4.17300159960738,0.0112213467176956,TRUE,"Up","Cyno","Malale","≥14/Term"
"sST2",3.99668429814082,4.05860171327269e-05,TRUE,"Up","Cyno","Malale","≥14/Term"
"I-TAC",3.39329123310021,3.67308776849331e-08,TRUE,"Up","Cyno","Malale","≥14/Term"
"MIG",3.24530581928332,0.0151320871965467,TRUE,"Up","Cyno","Malale","≥14/Term"
"PAI-1",3.12303202704852,1.24496558091669e-07,TRUE,"Up","Cyno","Malale","≥14/Term"
"MCP-1",2.82779483944209,0.000100968580572605,TRUE,"Up","Cyno","Malale","≥14/Term"
"tPA",2.44054574926355,4.32044934317906e-06,TRUE,"Up","Cyno","Malale","≥14/Term"
"Prothrombin",-2.40023742611077,2.10537762931125e-05,TRUE,"Down","Cyno","Malale","≥14/Term"
"IL-10",1.99116652152702,0.0151320871965467,TRUE,"Up","Cyno","Malale","≥14/Term"
"D-dimer",-1.92318010418894,0.11419487916996,FALSE,"None","Cyno","Malale","≥14/Term"
"IL-18",1.61998519377119,0.658825095211562,FALSE,"None","Cyno","Malale","≥14/Term"
"IFN-B",1.41408714565242,0.00270035115793846,TRUE,"Up","Cyno","Malale","≥14/Term"
"TNF-a",1.40816255288951,0.369772913642514,FALSE,"None","Cyno","Malale","≥14/Term"
"MIP-1B",1.256569358019,0.22863922346498,FALSE,"None","Cyno","Malale","≥14/Term"
"OPN",1.23974155281621,0.824582621566788,FALSE,"None","Cyno","Malale","≥14/Term"
"IGFBP-4",1.21788099919982,0.00169633662994746,TRUE,"Up","Cyno","Malale","≥14/Term"
"MPO",1.21394497617739,0.800620712153441,FALSE,"None","Cyno","Malale","≥14/Term"
"VCAM-1",1.21078291263694,0.73852417643028,FALSE,"None","Cyno","Malale","≥14/Term"
"GM-CSF",1.1367148228818,0.545321158295027,FALSE,"None","Cyno","Malale","≥14/Term"
"Fibrinogen",-1.11928742052874,0.545321158295027,FALSE,"None","Cyno","Malale","≥14/Term"
"Antithrombin",-1.10855333379725,0.000863832461926968,TRUE,"Down","Cyno","Malale","≥14/Term"
"Cystatin C",-0.990187037992246,0.132768473322666,FALSE,"None","Cyno","Malale","≥14/Term"
"sCD40L",-0.893488571307811,0.132768473322666,FALSE,"None","Cyno","Malale","≥14/Term"
"IL-8",0.83214526218314,0.545321158295027,FALSE,"None","Cyno","Malale","≥14/Term"
"Factor XIII",-0.828610272897716,0.59207267115744,FALSE,"None","Cyno","Malale","≥14/Term"
"IL-17A",0.798649154585319,0.406016288241524,FALSE,"None","Cyno","Malale","≥14/Term"
"TIE-2",-0.766666967925669,0.0274321644122321,FALSE,"None","Cyno","Malale","≥14/Term"
"P-Selectin",0.71508542991792,0.00620770209131188,FALSE,"None","Cyno","Malale","≥14/Term"
"Eotaxin",0.714467293108251,0.215440990138815,FALSE,"None","Cyno","Malale","≥14/Term"
"MRP8/14",0.689292256568955,0.22863922346498,FALSE,"None","Cyno","Malale","≥14/Term"
"IL-1B",0.65643762270701,0.488912200642394,FALSE,"None","Cyno","Malale","≥14/Term"
"IL-12p40",0.651910868530177,0.558551335268722,FALSE,"None","Cyno","Malale","≥14/Term"
"PSGL-1",-0.571151658363201,0.824582621566788,FALSE,"None","Cyno","Malale","≥14/Term"
"IFN-g",0.49276706754034,0.66673797240488,FALSE,"None","Cyno","Malale","≥14/Term"
"NGAL",0.436774989097113,0.742025879927942,FALSE,"None","Cyno","Malale","≥14/Term"
"sFlt-1",-0.391600131978979,0.545321158295027,FALSE,"None","Cyno","Malale","≥14/Term"
"MMP-2",0.210303152398605,0.511667089015861,FALSE,"None","Cyno","Malale","≥14/Term"
"Myoglobin",-0.196058724444072,0.884908042652756,FALSE,"None","Cyno","Malale","≥14/Term"
"ICAM-1",0.174370542637238,0.940822775108925,FALSE,"None","Cyno","Malale","≥14/Term"
"TIE-1",0.156035033883171,0.824582621566788,FALSE,"None","Cyno","Malale","≥14/Term"
"IL-23",0.144384918613333,0.884908042652756,FALSE,"None","Cyno","Malale","≥14/Term"
"sRAGE",-0.142514063322011,0.824582621566788,FALSE,"None","Cyno","Malale","≥14/Term"
"RANTES",-0.12081310634165,0.884908042652756,FALSE,"None","Cyno","Malale","≥14/Term"
"PIGF",0.018946928851161,0.979267258548136,FALSE,"None","Cyno","Malale","≥14/Term"
"Fibrinogen",4.61460465511239,0.0194675152187438,TRUE,"Up","AGM","Malale","4"
"D-dimer",-4.48702747442016,0.00233870658827948,TRUE,"Down","AGM","Malale","4"
"MPO",3.23078590791172,0.659981038441983,FALSE,"None","AGM","Malale","4"
"IP-10",3.09671660001602,5.82036385808365e-08,TRUE,"Up","AGM","Malale","4"
"VCAM-1",2.81475206911368,0.656431757316905,FALSE,"None","AGM","Malale","4"
"MMP-9",2.63333944984307,0.703699244467679,FALSE,"None","AGM","Malale","4"
"IL-18",2.29561360518171,0.706432387060511,FALSE,"None","AGM","Malale","4"
"TNF-a",-2.24904304702824,0.363478646196503,FALSE,"None","AGM","Malale","4"
"ICAM-1",2.07795238897683,0.659981038441983,FALSE,"None","AGM","Malale","4"
"I-TAC",2.05134204449072,0.0118564593642249,TRUE,"Up","AGM","Malale","4"
"GM-CSF",1.81206307918356,0.608582155203636,FALSE,"None","AGM","Malale","4"
"Factor XIII",1.79195413126472,0.504877567407685,FALSE,"None","AGM","Malale","4"
"IL-6",-1.73286802691035,0.656431757316905,FALSE,"None","AGM","Malale","4"
"IL-12p40",-1.66918988827197,0.34694635160473,FALSE,"None","AGM","Malale","4"
"Eotaxin",1.38861633143713,0.0620580269867286,FALSE,"None","AGM","Malale","4"
"IL-10",-1.2236789873141,0.504877567407685,FALSE,"None","AGM","Malale","4"
"Factor IX",-1.19764733003276,0.706821346548375,FALSE,"None","AGM","Malale","4"
"IFN-g",-1.18511798065166,0.535498210181407,FALSE,"None","AGM","Malale","4"
"IFN-B",1.01120572721577,0.215931005554673,FALSE,"None","AGM","Malale","4"
"MIG",-1.00596471607145,0.706821346548375,FALSE,"None","AGM","Malale","4"
"PSGL-1",-0.981825356126419,0.76821134372449,FALSE,"None","AGM","Malale","4"
"TIE-1",0.945009453877905,0.373660452340585,FALSE,"None","AGM","Malale","4"
"MRP8/14",-0.926225086997682,0.363478646196503,FALSE,"None","AGM","Malale","4"
"IL-23",-0.862346786820982,0.656431757316905,FALSE,"None","AGM","Malale","4"
"sST2",0.858068771705863,0.703699244467679,FALSE,"None","AGM","Malale","4"
"IL-1B",-0.810395681865113,0.656431757316905,FALSE,"None","AGM","Malale","4"
"PAI-1",-0.809814887024388,0.535498210181407,FALSE,"None","AGM","Malale","4"
"Tissue factor",-0.773294181703526,0.706821346548375,FALSE,"None","AGM","Malale","4"
"RANTES",0.684646906807814,0.703699244467679,FALSE,"None","AGM","Malale","4"
"LIGHT",-0.668629852636236,0.902089163905097,FALSE,"None","AGM","Malale","4"
"IL-17A",-0.536967602480292,0.706821346548375,FALSE,"None","AGM","Malale","4"
"MMP-2",0.516315203271784,0.215931005554673,FALSE,"None","AGM","Malale","4"
"IL-8",-0.473703835855027,0.795191238391196,FALSE,"None","AGM","Malale","4"
"IGFBP-4",-0.411011638371619,0.656431757316905,FALSE,"None","AGM","Malale","4"
"MCP-1",0.354918998360302,0.795191238391196,FALSE,"None","AGM","Malale","4"
"Cystatin C",0.334218218494847,0.76821134372449,FALSE,"None","AGM","Malale","4"
"tPA",-0.328539714689079,0.759344302436689,FALSE,"None","AGM","Malale","4"
"Prothrombin",-0.313395671453257,0.76821134372449,FALSE,"None","AGM","Malale","4"
"PIGF",0.268436820588651,0.895300253455015,FALSE,"None","AGM","Malale","4"
"Antithrombin",0.261905144677666,0.706821346548375,FALSE,"None","AGM","Malale","4"
"OPN",0.252389778204894,0.972678366105741,FALSE,"None","AGM","Malale","4"
"Myoglobin",-0.217027073389751,0.964596389570227,FALSE,"None","AGM","Malale","4"
"P-Selectin",-0.186517240020111,0.706821346548375,FALSE,"None","AGM","Malale","4"
"TIE-2",0.126296961239007,0.863902310610165,FALSE,"None","AGM","Malale","4"
"NGAL",0.0596581946881187,0.972678366105741,FALSE,"None","AGM","Malale","4"
"MIP-1B",0.0541260856781358,0.972678366105741,FALSE,"None","AGM","Malale","4"
"sRAGE",-0.0474388775550167,0.972678366105741,FALSE,"None","AGM","Malale","4"
"sCD40L",0.0423619880379995,0.972678366105741,FALSE,"None","AGM","Malale","4"
"sFlt-1",0.0138806034896817,0.977796758106415,FALSE,"None","AGM","Malale","4"
"MPO",9.83518754344073,0.0141729880290952,TRUE,"Up","AGM","Malale","7"
"OPN",8.74605608634334,0.0702958827623019,FALSE,"None","AGM","Malale","7"
"VCAM-1",7.82644544684308,0.0141729880290952,TRUE,"Up","AGM","Malale","7"
"ICAM-1",6.38512280701991,0.0141729880290952,TRUE,"Up","AGM","Malale","7"
"MMP-9",6.11035977259617,0.136831227224224,FALSE,"None","AGM","Malale","7"
"Fibrinogen",5.86295793320467,0.000778242458642711,TRUE,"Up","AGM","Malale","7"
"IP-10",3.94873118408191,9.65480636116212e-12,TRUE,"Up","AGM","Malale","7"
"GM-CSF",3.74049347436111,0.0399550167742318,TRUE,"Up","AGM","Malale","7"
"I-TAC",3.70629825583184,2.52645073376858e-07,TRUE,"Up","AGM","Malale","7"
"D-dimer",-3.38190628390863,0.0149060211825349,TRUE,"Down","AGM","Malale","7"
"Factor XIII",3.31886017543081,0.0306832915761994,TRUE,"Up","AGM","Malale","7"
"IFN-B",2.73954713601878,9.14283599425895e-07,TRUE,"Up","AGM","Malale","7"
"TNF-a",-2.12955481351865,0.275713669087268,FALSE,"None","AGM","Malale","7"
"Eotaxin",2.11706102090051,0.000618956064782183,TRUE,"Up","AGM","Malale","7"
"MIG",2.05802801262909,0.312953202962836,FALSE,"None","AGM","Malale","7"
"IL-12p40",-1.61509984290946,0.212218577783853,FALSE,"None","AGM","Malale","7"
"MCP-1",1.2098498002877,0.275713669087268,FALSE,"None","AGM","Malale","7"
"sST2",1.16657511122043,0.428012317962834,FALSE,"None","AGM","Malale","7"
"RANTES",1.13759867534446,0.312953202962836,FALSE,"None","AGM","Malale","7"
"tPA",1.02378164690357,0.178140302519617,FALSE,"None","AGM","Malale","7"
"IL-23",-0.998223963175942,0.397178257095165,FALSE,"None","AGM","Malale","7"
"IL-10",-0.970098598434057,0.428012317962834,FALSE,"None","AGM","Malale","7"
"IL-1B",-0.964607744327054,0.374579945764014,FALSE,"None","AGM","Malale","7"
"MIP-1B",0.931845184087579,0.562422511063023,FALSE,"None","AGM","Malale","7"
"Factor IX",-0.80261437953903,0.798520308488747,FALSE,"None","AGM","Malale","7"
"Prothrombin",-0.785247153575281,0.371573597325405,FALSE,"None","AGM","Malale","7"
"Myoglobin",0.782016512717796,0.738145311496781,FALSE,"None","AGM","Malale","7"
"TIE-1",0.776057402815265,0.371573597325405,FALSE,"None","AGM","Malale","7"
"Tissue factor",-0.643311087619968,0.738145311496781,FALSE,"None","AGM","Malale","7"
"IL-8",-0.542067077249849,0.774399707112583,FALSE,"None","AGM","Malale","7"
"IL-18",-0.505258270514891,0.924903529623011,FALSE,"None","AGM","Malale","7"
"sCD40L",-0.480571704555452,0.650117856075465,FALSE,"None","AGM","Malale","7"
"PSGL-1",-0.474051826392754,0.924903529623011,FALSE,"None","AGM","Malale","7"
"IL-17A",-0.447933225008117,0.755716492357883,FALSE,"None","AGM","Malale","7"
"MRP8/14",0.409815369237204,0.678249496243265,FALSE,"None","AGM","Malale","7"
"PAI-1",0.404362362030216,0.738145311496781,FALSE,"None","AGM","Malale","7"
"NGAL",-0.345332424410413,0.886845603939842,FALSE,"None","AGM","Malale","7"
"IGFBP-4",0.314558685037522,0.678249496243265,FALSE,"None","AGM","Malale","7"
"MMP-2",0.313092118127436,0.390951028476655,FALSE,"None","AGM","Malale","7"
"LIGHT",0.293461543929766,0.95492765596407,FALSE,"None","AGM","Malale","7"
"Antithrombin",0.192783596968916,0.755716492357883,FALSE,"None","AGM","Malale","7"
"sFlt-1",-0.176207453352021,0.886845603939842,FALSE,"None","AGM","Malale","7"
"P-Selectin",-0.171353873267515,0.738145311496781,FALSE,"None","AGM","Malale","7"
"IL-6",-0.166287799635657,0.95492765596407,FALSE,"None","AGM","Malale","7"
"sRAGE",-0.123567819850294,0.924903529623011,FALSE,"None","AGM","Malale","7"
"Cystatin C",-0.118345284172722,0.924903529623011,FALSE,"None","AGM","Malale","7"
"IFN-g",0.0685806861434219,0.95492765596407,FALSE,"None","AGM","Malale","7"
"TIE-2",-0.0639858480307502,0.924903529623011,FALSE,"None","AGM","Malale","7"
"PIGF",0.020334891460065,0.980667517135879,FALSE,"None","AGM","Malale","7"
"VCAM-1",7.65682943730387,0.0103106956282437,TRUE,"Up","AGM","Malale","10"
"MPO",-6.37605322876396,0.105028271359092,FALSE,"None","AGM","Malale","10"
"I-TAC",5.80035478764989,1.53808216818473e-14,TRUE,"Up","AGM","Malale","10"
"MIG",5.45383359710213,0.000500033007863745,TRUE,"Up","AGM","Malale","10"
"GM-CSF",5.16886136890781,0.00269437954378096,TRUE,"Up","AGM","Malale","10"
"IP-10",5.01781670810277,1.56379943628545e-16,TRUE,"Up","AGM","Malale","10"
"IL-18",4.89291057773505,0.139947820687292,FALSE,"None","AGM","Malale","10"
"OPN",3.68253918269044,0.437918230029804,FALSE,"None","AGM","Malale","10"
"LIGHT",-3.58003318093204,0.236178162329791,FALSE,"None","AGM","Malale","10"
"D-dimer",-3.47924022509694,0.00960256525043328,TRUE,"Down","AGM","Malale","10"
"tPA",3.02872829377917,1.00861844225373e-06,TRUE,"Up","AGM","Malale","10"
"Eotaxin",2.97331304376007,7.51898160193638e-07,TRUE,"Up","AGM","Malale","10"
