Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
sample144,0.132233509774676,0.0450505299723405,0.0886890381206172,0,0.745235876629219,0.31343786989398,0.169165548057912,0,0,0,0.47051818205504,0,0.00782700026311926,0,0,0.0657291451044982,0,0.477411557785298,0,0.0644937480208094,0.00724961195656449,0.491275554473646,0,0.710478794956614,0.738827197700649,3.07831717210772
sample145,0.176544267490629,0,0.223207413030198,0.00866351660821734,0.713128716096389,0.164425784406204,0.157434706475413,0,0,0,0.629511815466343,0,0.0399718088280309,0,0,0.0603267741268815,0,0.386825476754829,0,0.0102232052319788,0,0.33860223734251,0,0.71125865719925,0.738844100481772,2.90886572185762
sample146,0.0778788959348212,0.0723476650964354,0.0970402451095566,0,1.0473214620289,0.0255349961251919,0.0985607165456714,0,0.0330147290507894,0,0.591475342197725,0,0.154260065521415,0.00786433707101354,0.000330954823798868,0.0233030984317025,0,0.206435973660515,0.0196093792525239,0,0,0.0586224718826667,0,0.721390187061245,0.715827111207955,2.51360033273273
sample147,0.0318316406672377,0.114880322501585,0.298811556671031,0,0.925334097872793,0.0343038116748804,0.138530153346164,0,0,0,0.509699707541895,0,0.0753808459836062,0,0,0.0970610279554704,0,0.278907617708902,0.00217240159378414,0.00140467405974067,0,0.462480907512024,0,0.739555028943256,0.721706920114353,2.97079876508911
sample148,0.0795263229196814,0.0266439950570858,0.170115273529701,0.0205067299231598,0.56687097708478,0.238286773663217,0.154720166939157,0,0,0,0.605878078591716,0,0.10551647381396,0,0.00619541935691826,0.063278001537045,0,0.311527692412987,0,0,0,0.272083319768429,0,0.767282282911565,0.70010049438432,2.62114922459784
sample149,0.116744550317418,0,0.180274472482418,0,0.919982310906139,0.00707133538007334,0.0719587247299641,0,0.0799794512479294,0,0.662262618056074,0,0.0771600182895756,0,0,0.0717681784084832,0,0.339516778931226,0,0.0154323433403878,0,0.369931671612897,0,0.803895877421882,0.668508022031204,2.91208245370259
sample150,0.194594343404584,0,0.164080910103091,0,0.941319923775921,0,0.12629503118497,0,0.0639185532298038,0,0.563370974377542,0,0.08133910729848,0,0,0.0462412595601547,0,0.269906455514755,0,0.0360391278261345,0,0.259452931827896,0,0.773287706768457,0.691453920471891,2.74655861810333
sample151,0.148188752233613,0,0.107199934972189,0,0.74186604266097,0.314768157378959,0.066852027123715,0,0,0,0.487739120830527,0,0.0338333894747669,0,0.0122440199667886,0.0645007918997266,0,0.390187416141688,0,0.0590797932427525,0,0.841335411680278,0,0.748869507967964,0.703061583234015,3.26779485760597
sample152,0.0393394608754373,0.0966149335291471,0.160205889049705,0,0.519422030667961,0.22083284289577,0.119343694066552,0,0,0,0.649697731272728,0,0.0640406925048391,0,0.0231833421074061,0.0826695319075208,0.00262891688367382,0.236566769701165,0,0,0,0.631272804285179,0,0.679722814920358,0.754312164893276,2.84581863974708
sample153,0.058461832810194,0.0715564879522852,0.091523573315531,0,0.593403028928708,0.378023888324893,0.214247025282177,0,0.0416565495617496,0,0.642028770027299,0,0.078481481362485,0,0,0.0222250740844726,0,0.203571946509722,0,0,0,0.195101339424147,0,0.781658023839114,0.673006322322269,2.59028099758366
sample154,0.105700620334431,0,0.0789700561115545,0,0.88010210917782,0.236470307202155,0.170625405312681,0,0,0,0.605673395265311,0,0,0,0,0.0718973888039383,0,0.257238498000864,0.0272056361142207,0,0,0.576742588944821,0,0.791363241211794,0.668443243696068,3.0106260052678
sample155,0.213184185390739,0,0.0694581764091804,0.0319730010198366,0.818728717968661,0.0864028331425124,0.105094913372433,0,0.139002387022607,0,0.620498749217423,0,0.131505627365039,0,0.00342530468885623,0.0277830501071361,0,0.136573270593331,0.00133066157149245,0,0,0.169123301409239,0,0.79338701712474,0.659306997205641,2.55408417927849
sample156,0.147961034386908,0,0.0647487578681063,0,1.12002756285731,0.214038995443788,0.118057784553905,0,0,0,0.462740534895415,0,0.0338980162889601,0,0,0.00318595947056121,0,0.271764738385457,0,0,0,0.480444392817866,0,0.799168586208761,0.652654073420136,2.91686777696828
sample157,0.183538069205629,0,0.0513232803757603,0,0.788978999234807,0.143203571451706,0.0843214137549288,0,0.0183589555682926,0,0.504620643817617,0,0.152813089349112,0,0.0503918269320292,0.0825180856173124,0,0.156521557902217,0,0.0196306112249673,0,0.680422485679403,0,0.744263121948933,0.705310332833752,2.91664259011378
sample158,0.19417770440744,0,0.0647485984288647,0,0.656556059023298,0.0562430110584502,0.108233091672071,0,0.112891755753815,0,0.577631977512089,0,0.258892970275804,0,0.0405814432966058,0,0,0.117807987493191,0.0602947154156896,0,0,0.343467007067126,0,0.770414789667059,0.694439331011739,2.59152632140444
sample159,0.117169985919311,0,0.078627737795647,0,0.977645765422768,0,0.210968892633363,0,0.106869960713554,0,0.522171867945775,0,0.070518473614002,0.00918876326543375,0,0.0872516796885518,0,0.140694867013375,0.0393824437177753,0,0,0.354123330501788,0,0.779179488766566,0.681310227413947,2.71461376823134
sample160,0.197336157710047,0,0.0449097740340867,0,0.85057000423118,0,0.105622926224629,0,0.0685963369784497,0,0.531622745113221,0,0.1918149347529,0,0,0.170514214736947,0,0.180149711428149,0,0,0,0.241860479449353,0,0.78447272600959,0.686296010096246,2.58299728465896
sample161,0.125198767503185,0,0.105913616390698,0,0.634799071944433,0.0377912935721186,0.116741105774739,0,0.0347812839540803,0,0.543101971216218,0,0.140804448059955,0.0160959222337477,0.011633714758123,0.110006950339567,0,0.28369292906306,0.0320591116494352,0,0,0.60423439825194,0,0.794423444581763,0.681183239885592,2.7968545847113
sample162,0.21077922447812,0,0.0766889165582566,0,0.942002689829091,0,0.0641397200679952,0,0.043901532176054,0,0.493054795880425,0,0.143450612750935,0.0209525053503951,0.00925444112546783,0.0569267002150433,0,0.119020646608071,0.00829476970762044,0,0,0.475798365684028,0,0.756656038549741,0.695952687356682,2.6642649204315
sample163,0.177827721575288,0,0.252608289791871,0,0.719800629110042,0,0.0806638424404994,0,0.160292786976416,0,0.280550766314683,0,0.0557983136019982,0.0675726943496424,0,0.123526227651252,0,0.139621627723264,0,0.0542549070064041,0,0.0793340810021235,0,0.651551296759906,0.7774903624114,2.19185188754348
sample164,0.0848426830850554,0.221273404995817,0.483079944762432,0.104246404541115,0.659269978331808,0,0.118979993668424,0,0.0386458129991494,0,0.276638943287155,0,0.436953266034178,0.053056853988605,0,0.0358058752552319,0,0.197487135656285,0.0246873839304529,0,0,0.696894991765087,0,0.780569512170694,0.692129938143876,3.4318626723008
sample165,0,0.254403879498379,0.496179328856166,0.0668912875042872,0.710886695767007,0,0.235174141864904,0,0.137348253719285,0,0.332647340439488,0,0.366242535520383,0.0129820073990839,0,0.0815563762440776,0,0.157937241648926,0,0.00596720108783722,0,0.409504630457347,0,0.800307891120389,0.690719099563499,3.26772092000717
sample166,0.10966050167707,0,0.0420633711423454,0,1.05409406917638,0.141209684404465,0.174469773248309,0,0.0448975645569282,0,0.4631568062297,0,0.0570981810488421,0.0731558300569658,0,0.0245155696573638,0,0.121326031033907,0.0306742324051308,0,0,0.415202178133854,0,0.726499735184387,0.712230362784031,2.75152379277126
sample167,0.00734763637986689,0.109620071365872,0.303346250190473,0,0.694324455057892,0,0.107546156880572,0,0.015036945238982,0.00517078489705117,0.325113786611037,0,0.112979377177292,0.128270831110824,0,0.148568358765316,0,0.161538759698991,0.0540130800308637,0,0,0.581827745593573,0,0.772531383929634,0.705384664998162,2.75470423899861
