"Gene","lfc","padj","Significant","Regulation","Species","Daterange"
"SCYL2",-0.0490693136305413,0.935219983974987,FALSE,"None","AGM","≥14/Term"
"SCYL3",-0.0402992147731693,0.955393890608928,FALSE,"None","AGM","≥14/Term"
"SDAD1",-0.00496782550205559,0.810012563720735,FALSE,"None","AGM","≥14/Term"
"SDC2",0.0837469897473996,0.770205872727451,FALSE,"None","AGM","≥14/Term"
"SDC3",-0.0158694719416712,0.434852212708427,FALSE,"None","AGM","≥14/Term"
"SDC4",0.0401909829085685,0.444466472190619,FALSE,"None","AGM","≥14/Term"
"SDCBP",0.0285308508957027,0.543321370817468,FALSE,"None","AGM","≥14/Term"
"SDCBP2",-0.0338338068615508,0.902230320844127,FALSE,"None","AGM","≥14/Term"
"SDCCAG8",-0.0364149686914502,0.490834230047062,FALSE,"None","AGM","≥14/Term"
"SDE2",-0.162022930559757,0.62759651726104,FALSE,"None","AGM","≥14/Term"
"SDF2",0.00868123729385353,0.362362100426805,FALSE,"None","AGM","≥14/Term"
"SDF2L1",-0.326152079249163,0.0230934329362004,FALSE,"None","AGM","≥14/Term"
"SDF4",0.0591764086889854,0.284572067702369,FALSE,"None","AGM","≥14/Term"
"SDHA",-0.244558626399436,0.249989136595192,FALSE,"None","AGM","≥14/Term"
"SDHAF1",-0.0211204292644399,0.258576676417803,FALSE,"None","AGM","≥14/Term"
"SDHAF2",-0.0608093930699546,0.98083365415719,FALSE,"None","AGM","≥14/Term"
"SDHAF4",-0.0588672190798808,0.981466002361037,FALSE,"None","AGM","≥14/Term"
"SDHC",-0.553177134483858,0.000746632294499789,FALSE,"None","AGM","≥14/Term"
"SDHD",-0.182290474438679,0.363735702487679,FALSE,"None","AGM","≥14/Term"
"SDK1",-0.104115438482077,0.91703274685702,FALSE,"None","AGM","≥14/Term"
"SDK2",-0.115629390094109,0.792016884254651,FALSE,"None","AGM","≥14/Term"
"SDR39U1",0.254382274742035,0.204192327648545,FALSE,"None","AGM","≥14/Term"
"SDR42E1",-0.0871469700836374,0.748188710914713,FALSE,"None","AGM","≥14/Term"
"SDR42E2",-0.206235803894449,0.363735702487679,FALSE,"None","AGM","≥14/Term"
"SDS",-0.0573368107147611,0.889779214701189,FALSE,"None","AGM","≥14/Term"
"SDSL",0.127402322626852,0.33505285651733,FALSE,"None","AGM","≥14/Term"
"SEBOX",-0.0361262777518216,0.807858723096505,FALSE,"None","AGM","≥14/Term"
"SEC11A",0.0357267667684519,0.128164325517275,FALSE,"None","AGM","≥14/Term"
"SEC11C",-0.798330954146595,0.000815920212403023,FALSE,"None","AGM","≥14/Term"
"SEC13",-0.471456047687681,0.0194669819037621,FALSE,"None","AGM","≥14/Term"
"SEC14L1",-0.0115343200447526,0.888692752075886,FALSE,"None","AGM","≥14/Term"
"SEC14L2",0.00974272834029187,0.976892304623214,FALSE,"None","AGM","≥14/Term"
"SEC14L4",-0.0515374036567068,0.958450909495205,FALSE,"None","AGM","≥14/Term"
"SEC14L5",0.00706705096868644,0.983269279443305,FALSE,"None","AGM","≥14/Term"
"SEC16A",0.42391464292856,0.125497309143687,FALSE,"None","AGM","≥14/Term"
"SEC16B",0.0453530036018103,0.0361470060834107,FALSE,"None","AGM","≥14/Term"
"SEC22A",0.00386831025003355,0.943621628220696,FALSE,"None","AGM","≥14/Term"
"SEC22B",-0.0270835842376491,0.979518877043891,FALSE,"None","AGM","≥14/Term"
"SEC22C",-0.0129358743608676,0.99509182386374,FALSE,"None","AGM","≥14/Term"
"SEC23A",-0.146893805338698,0.773436054386218,FALSE,"None","AGM","≥14/Term"
"SEC23B",-0.174708061780157,0.333605341959564,FALSE,"None","AGM","≥14/Term"
"SEC23IP",0.0268527988368099,0.99509182386374,FALSE,"None","AGM","≥14/Term"
"SEC24B",-0.0410023238514659,0.727611912166198,FALSE,"None","AGM","≥14/Term"
"SEC24D",-0.624830775575258,0.227012004793411,FALSE,"None","AGM","≥14/Term"
"SEC31A",-0.100654521233292,0.680014369111916,FALSE,"None","AGM","≥14/Term"
"SEC31B",0.0389831301193799,0.738750644447942,FALSE,"None","AGM","≥14/Term"
"SEC61A1",-0.218057431090369,0.12023464920138,FALSE,"None","AGM","≥14/Term"
"SEC61B",-0.50803649587766,0.052085773210769,FALSE,"None","AGM","≥14/Term"
"SEC61G",-0.749450267853804,0.0171835774944396,FALSE,"None","AGM","≥14/Term"
"SEC62",-0.202255546586801,0.323317845038978,FALSE,"None","AGM","≥14/Term"
"SEC63",-0.176357199531329,0.0247755402783207,FALSE,"None","AGM","≥14/Term"
"SECISBP2L",0.0147977637205073,0.940099952023547,FALSE,"None","AGM","≥14/Term"
"SEH1L",-0.0508221600560724,0.783888148110707,FALSE,"None","AGM","≥14/Term"
"SEL1L",-0.374062594595042,0.0438449344621971,FALSE,"None","AGM","≥14/Term"
"SEL1L2",-0.036196050531411,0.914332763299343,FALSE,"None","AGM","≥14/Term"
"SEL1L3",0.28021313843657,0.108019561275849,FALSE,"None","AGM","≥14/Term"
"SELE",-0.0418650892664214,0.81539073255603,FALSE,"None","AGM","≥14/Term"
"SELENBP1",-0.00193299103116753,0.849487831516504,FALSE,"None","AGM","≥14/Term"
"SELENOF",-0.0644117324411385,0.885841092033886,FALSE,"None","AGM","≥14/Term"
"SELENOH",-0.0203930524089064,0.477771587423068,FALSE,"None","AGM","≥14/Term"
"SELENOK",-0.182488374885656,0.153107905017363,FALSE,"None","AGM","≥14/Term"
"SELENOM",0.0548992025633339,0.848574883468515,FALSE,"None","AGM","≥14/Term"
"SELENON",0.105364563470101,0.872252406945513,FALSE,"None","AGM","≥14/Term"
"SELENOO",0.146161632812425,0.718436017443504,FALSE,"None","AGM","≥14/Term"
"SELENOS",-0.0754950494298225,0.804085007514782,FALSE,"None","AGM","≥14/Term"
"SELENOT",0.0332928694958858,0.96719401457282,FALSE,"None","AGM","≥14/Term"
"SELENOW",0.0206838054045029,0.895451074676818,FALSE,"None","AGM","≥14/Term"
"SELL",-0.0590561085760265,0.724654578651719,FALSE,"None","AGM","≥14/Term"
"SELP",0.0401553570137642,0.654744927678687,FALSE,"None","AGM","≥14/Term"
"SELPLG",-0.0795087590035559,0.497174266390466,FALSE,"None","AGM","≥14/Term"
"SEMA3A",-0.211969765947688,0.44386604512931,FALSE,"None","AGM","≥14/Term"
"SEMA3B",0.019129387145515,0.945982822172659,FALSE,"None","AGM","≥14/Term"
"SEMA3C",0.0219217740717637,0.997068506659563,FALSE,"None","AGM","≥14/Term"
"SEMA3D",-0.0915894361970936,0.744924549035427,FALSE,"None","AGM","≥14/Term"
"SEMA3E",-0.137738566619892,0.675012608266802,FALSE,"None","AGM","≥14/Term"
"SEMA3F",1.4498040016745,0.0737092001286828,FALSE,"None","AGM","≥14/Term"
"SEMA3G",-0.0021363036314708,0.999994331261179,FALSE,"None","AGM","≥14/Term"
"SEMA4A",0.00394825284703863,0.727361171248984,FALSE,"None","AGM","≥14/Term"
"SEMA4B",0.701731342111664,0.000752830833752441,FALSE,"None","AGM","≥14/Term"
"SEMA4C",-0.0220489142887767,0.851888153675244,FALSE,"None","AGM","≥14/Term"
"SEMA4F",0.1237843215557,0.890249412281781,FALSE,"None","AGM","≥14/Term"
"SEMA4G",0.0481719650246929,0.851847172658213,FALSE,"None","AGM","≥14/Term"
"SEMA5A",-0.313850507842318,0.130952525247207,FALSE,"None","AGM","≥14/Term"
"SEMA5B",-0.0283776672374313,0.649542676251262,FALSE,"None","AGM","≥14/Term"
"SEMA6A",-0.150413385624861,0.374848647998931,FALSE,"None","AGM","≥14/Term"
"SEMA6B",0.0964799219429983,0.0754722287889285,FALSE,"None","AGM","≥14/Term"
"SEMA6D",-0.0352026076804494,0.785492964687036,FALSE,"None","AGM","≥14/Term"
"SEMA7A",0.0540377339866406,0.807996325475004,FALSE,"None","AGM","≥14/Term"
"SENP2",-0.0912045650778218,0.864092159613747,FALSE,"None","AGM","≥14/Term"
"SENP3",-0.0882200105780688,0.162413066220626,FALSE,"None","AGM","≥14/Term"
"SENP5",-0.146296466640799,0.0401745715074824,FALSE,"None","AGM","≥14/Term"
"SENP7",0.0494097778236772,0.998537151868132,FALSE,"None","AGM","≥14/Term"
"SENP8",-0.115315622381275,0.838134374213956,FALSE,"None","AGM","≥14/Term"
"SEPHS1",-0.0210859328470309,0.942079907220647,FALSE,"None","AGM","≥14/Term"
"SEPHS2",-0.0931574819879053,0.0652861908227976,FALSE,"None","AGM","≥14/Term"
"SEPSECS",0.0269161345995354,0.997570577663463,FALSE,"None","AGM","≥14/Term"
"SEPTIN1",0.297647591477586,0.158402097777189,FALSE,"None","AGM","≥14/Term"
"SEPTIN10",-0.0697974101234051,0.973241198914634,FALSE,"None","AGM","≥14/Term"
"SEPTIN11",-0.267820332444049,0.103312414744293,FALSE,"None","AGM","≥14/Term"
"SEPTIN12",-0.0174466731767112,0.846563839535796,FALSE,"None","AGM","≥14/Term"
"SEPTIN14",-0.0969217876568216,0.69289222990402,FALSE,"None","AGM","≥14/Term"
"SEPTIN2",0.057520933254716,0.822666094932373,FALSE,"None","AGM","≥14/Term"
"SEPTIN4",0.0115968745048537,0.942538804733565,FALSE,"None","AGM","≥14/Term"
"SEPTIN5",0.0750073785832279,0.315250193539397,FALSE,"None","AGM","≥14/Term"
"SEPTIN6",0.109976338724579,0.739161036970037,FALSE,"None","AGM","≥14/Term"
"SEPTIN7",0.0168615680387138,0.999994331261179,FALSE,"None","AGM","≥14/Term"
"SERAC1",-0.0365307002390412,0.943486749739634,FALSE,"None","AGM","≥14/Term"
"SERBP1",-0.0848124958721235,0.828669938489972,FALSE,"None","AGM","≥14/Term"
"SERF1B",-0.0316437198305532,0.768055782576971,FALSE,"None","AGM","≥14/Term"
"SERGEF",0.285129657213594,0.215285593045066,FALSE,"None","AGM","≥14/Term"
"SERHL2",0.00761911890526025,0.885841092033886,FALSE,"None","AGM","≥14/Term"
"SERINC1",-0.0713841702794765,0.536443519699021,FALSE,"None","AGM","≥14/Term"
"SERINC2",-0.0466887894933595,0.664752949503991,FALSE,"None","AGM","≥14/Term"
"SERINC3",-0.0259516619183827,0.993229898938862,FALSE,"None","AGM","≥14/Term"
"SERINC4",0.0516877869211108,0.463562439842345,FALSE,"None","AGM","≥14/Term"
"SERINC5",0.155079247921433,0.748188710914713,FALSE,"None","AGM","≥14/Term"
"SERP1",-0.237666429548536,0.0692611810854005,FALSE,"None","AGM","≥14/Term"
"SERPINA1",0.0499082362061045,0.0407063359740421,FALSE,"None","AGM","≥14/Term"
"SERPINA2",-0.00393909452785421,0.725191040321335,FALSE,"None","AGM","≥14/Term"
"SERPINA3",0.0397176369434065,0.660090602162241,FALSE,"None","AGM","≥14/Term"
"SERPINA5",0.0310901348732329,0.838631624643246,FALSE,"None","AGM","≥14/Term"
"SERPINB1",-0.0275225299891776,0.808851700847537,FALSE,"None","AGM","≥14/Term"
"SERPINB10",-0.00874727462594391,0.838134374213956,FALSE,"None","AGM","≥14/Term"
"SERPINB12",-0.0470897318113007,0.922691358433343,FALSE,"None","AGM","≥14/Term"
"SERPINB2",0.0795086221308641,0.0212790547150622,FALSE,"None","AGM","≥14/Term"
"SERPINB5",-0.0378136535158007,0.887325554280934,FALSE,"None","AGM","≥14/Term"
"SERPINB6",0.0204040297086808,0.994498739456218,FALSE,"None","AGM","≥14/Term"
"SERPINB8",0.104038500050417,0.931166429396271,FALSE,"None","AGM","≥14/Term"
"SERPINB9",0.0416009282042659,0.882859920990547,FALSE,"None","AGM","≥14/Term"
"SERPINC1",-0.110976787577032,0.971616220256547,FALSE,"None","AGM","≥14/Term"
"SERPIND1",0.164207520112798,0.0632004978197002,FALSE,"None","AGM","≥14/Term"
"SERPINE1",0.22780609933578,0.166092284682894,FALSE,"None","AGM","≥14/Term"
"SERPINE2",-0.00133251153250297,0.875137910333504,FALSE,"None","AGM","≥14/Term"
"SERPINE3",0.0852928543465121,0.979917703048615,FALSE,"None","AGM","≥14/Term"
"SERPINF1",-0.290409823549847,0.458791493014052,FALSE,"None","AGM","≥14/Term"
"SERPINF2",-0.0794869643585852,0.741100802952385,FALSE,"None","AGM","≥14/Term"
"SERPING1",-0.052634006829731,0.0600800958306258,FALSE,"None","AGM","≥14/Term"
"SERPINH1",0.0446135538369037,0.953510121893856,FALSE,"None","AGM","≥14/Term"
"SERPINI1",0.0681656507223165,0.804342309751374,FALSE,"None","AGM","≥14/Term"
"SERTAD1",0.370871149247044,0.0201812335374559,FALSE,"None","AGM","≥14/Term"
"SERTAD2",0.025004983524608,0.932107311723123,FALSE,"None","AGM","≥14/Term"
"SERTAD3",0.0288745309708786,0.305187056055675,FALSE,"None","AGM","≥14/Term"
"SESN1",0.0800441114990102,0.56152565825001,FALSE,"None","AGM","≥14/Term"
"SESN2",-0.105347550503228,0.801235634708394,FALSE,"None","AGM","≥14/Term"
"SESN3",-0.106329738659292,0.396281048015123,FALSE,"None","AGM","≥14/Term"
"SESTD1",0.00683458783945448,0.956521932155175,FALSE,"None","AGM","≥14/Term"
"SETD2",0.0765511395762515,0.160077843293227,FALSE,"None","AGM","≥14/Term"
"SETD3",0.0348091688692982,0.876594378798561,FALSE,"None","AGM","≥14/Term"
"SETD4",0.109886162657355,0.0300246183599074,FALSE,"None","AGM","≥14/Term"
"SETD6",0.156890992019653,0.915982567231904,FALSE,"None","AGM","≥14/Term"
"SETD7",-0.147149247110081,0.679713339516708,FALSE,"None","AGM","≥14/Term"
"SETD9",-0.135221699550914,0.491576837620893,FALSE,"None","AGM","≥14/Term"
"SETDB1",0.0744836736043737,0.780284063763485,FALSE,"None","AGM","≥14/Term"
"SETDB2",0.0245149607356056,0.999994331261179,FALSE,"None","AGM","≥14/Term"
"SETMAR",-0.00499141424921531,0.888692752075886,FALSE,"None","AGM","≥14/Term"
"SETX",0.059371827003342,0.888587929619284,FALSE,"None","AGM","≥14/Term"
"SEZ6",-0.15565256874308,0.670002161432733,FALSE,"None","AGM","≥14/Term"
"SEZ6L",-0.0673871559384651,0.890249412281781,FALSE,"None","AGM","≥14/Term"
"SEZ6L2",-0.0493531629877757,0.859152180111303,FALSE,"None","AGM","≥14/Term"
"SF1",0.400835720071801,0.0321896346695038,FALSE,"None","AGM","≥14/Term"
"SF3A1",0.124112999658201,0.74437412867365,FALSE,"None","AGM","≥14/Term"
"SF3A2",-0.0597792885998542,0.931387994139266,FALSE,"None","AGM","≥14/Term"
"SF3A3",-0.242702877431456,0.0611031999434635,FALSE,"None","AGM","≥14/Term"
"SF3B1",0.108179898804803,0.916841678594033,FALSE,"None","AGM","≥14/Term"
"SF3B2",0.116734376987236,0.351332363477118,FALSE,"None","AGM","≥14/Term"
"SF3B3",-0.0762650903300116,0.457755180739516,FALSE,"None","AGM","≥14/Term"
"SF3B4",-0.0139304590109578,0.0133919540007754,FALSE,"None","AGM","≥14/Term"
"SF3B6",0.0592454944297124,0.992822237644436,FALSE,"None","AGM","≥14/Term"
"SFI1",0.130085553835833,0.119085756715542,FALSE,"None","AGM","≥14/Term"
"SFMBT1",0.0205596702726675,0.807296237744807,FALSE,"None","AGM","≥14/Term"
"SFMBT2",-0.0656035230040738,0.810012563720735,FALSE,"None","AGM","≥14/Term"
"SFN",0.0463570405961271,0.343557491408382,FALSE,"None","AGM","≥14/Term"
"SFR1",-0.0127133946478434,0.709167776994147,FALSE,"None","AGM","≥14/Term"
"SFRP1",-0.0306794003050095,0.913383420934781,FALSE,"None","AGM","≥14/Term"
"SFRP2",-0.0196360380039626,0.900020491085858,FALSE,"None","AGM","≥14/Term"
"SFRP4",-0.0887762260540609,0.0290480182354239,FALSE,"None","AGM","≥14/Term"
"SFRP5",0.0598690873775658,0.812301908008161,FALSE,"None","AGM","≥14/Term"
"SFSWAP",0.256361318402201,0.00949468694970658,FALSE,"None","AGM","≥14/Term"
"SFT2D1",0.108988939048865,0.797558544556459,FALSE,"None","AGM","≥14/Term"
"SFTPB",0.0722989190166929,0.882859920990547,FALSE,"None","AGM","≥14/Term"
"SFXN1",-0.045087933738743,0.849397061952728,FALSE,"None","AGM","≥14/Term"
"SFXN2",-0.12581928026316,0.454597918772188,FALSE,"None","AGM","≥14/Term"
"SFXN3",0.32040613714981,0.460696531057199,FALSE,"None","AGM","≥14/Term"
"SFXN4",-0.123725098154674,0.56242236715026,FALSE,"None","AGM","≥14/Term"
"SFXN5",0.0349970686910237,0.722752198959433,FALSE,"None","AGM","≥14/Term"
"SGCA",-0.0285138554101073,0.873859491670582,FALSE,"None","AGM","≥14/Term"
"SGCB",0.026420269827055,0.594361819670607,FALSE,"None","AGM","≥14/Term"
"SGCD",-0.0726418799098595,0.818891951043213,FALSE,"None","AGM","≥14/Term"
"SGCE",-0.0056536884625498,0.999994331261179,FALSE,"None","AGM","≥14/Term"
"SGCG",-0.0111105719070043,0.948758289141293,FALSE,"None","AGM","≥14/Term"
"SGCZ",-0.981157630205657,0.0785140739741307,FALSE,"None","AGM","≥14/Term"
"SGF29",-0.0345840353720965,0.948758289141293,FALSE,"None","AGM","≥14/Term"
"SGIP1",-0.0438128781237887,0.115239880317352,FALSE,"None","AGM","≥14/Term"
"SGK1",0.00690317210317113,0.986440482898081,FALSE,"None","AGM","≥14/Term"
"SGK2",-0.947050608862775,0.306688855155955,FALSE,"None","AGM","≥14/Term"
"SGK3",0.00735791646992595,0.232011941335127,FALSE,"None","AGM","≥14/Term"
"SGMS1",0.0213953428951564,0.718935074329979,FALSE,"None","AGM","≥14/Term"
"SGMS2",-0.0759281310213229,0.912269078910209,FALSE,"None","AGM","≥14/Term"
"SGO1",-0.0554449247119338,0.881715869561183,FALSE,"None","AGM","≥14/Term"
"SGO2",-0.249918906374922,0.398448817487667,FALSE,"None","AGM","≥14/Term"
"SGPL1",-0.0130982158418469,0.894549784574221,FALSE,"None","AGM","≥14/Term"
"SGPP2",-0.0200116636049408,0.44386604512931,FALSE,"None","AGM","≥14/Term"
"SGSH",0.238220968916983,0.228289374426645,FALSE,"None","AGM","≥14/Term"
"SGSM1",-0.167230649699952,0.685085960599047,FALSE,"None","AGM","≥14/Term"
"SGSM2",0.327008217973314,0.259800811505379,FALSE,"None","AGM","≥14/Term"
"SGSM3",0.237367274607894,0.0833492995410576,FALSE,"None","AGM","≥14/Term"
"SGTA",0.057485328104118,0.804608284793611,FALSE,"None","AGM","≥14/Term"
"SGTB",-0.232302105242453,0.129091280078318,FALSE,"None","AGM","≥14/Term"
"SH2B1",0.631055907554298,0.000320631891859831,FALSE,"None","AGM","≥14/Term"
"SH2B3",0.325637192004898,0.114009770937694,FALSE,"None","AGM","≥14/Term"
"SH2D1A",0.0255702137081905,0.970631908375502,FALSE,"None","AGM","≥14/Term"
"SH2D1B",0.0650028234568656,0.632824347427721,FALSE,"None","AGM","≥14/Term"
"SH2D2A",0.0867487496070202,0.853334381451885,FALSE,"None","AGM","≥14/Term"
"SH2D3A",0.210941912926001,0.422029673188801,FALSE,"None","AGM","≥14/Term"
"SH2D3C",0.134076004282196,0.654744927678687,FALSE,"None","AGM","≥14/Term"
"SH2D4A",0.00867342776275756,0.999994331261179,FALSE,"None","AGM","≥14/Term"
"SH2D4B",0.0577808171243308,0.304396930893612,FALSE,"None","AGM","≥14/Term"
"SH2D5",0.0287738562414536,0.760330232310451,FALSE,"None","AGM","≥14/Term"
"SH2D7",-0.132344216597385,0.586071235142683,FALSE,"None","AGM","≥14/Term"
"SH3BGRL",0.0950528835454451,0.818703571498847,FALSE,"None","AGM","≥14/Term"
"SH3BGRL2",0.0618160971084122,0.933496773721251,FALSE,"None","AGM","≥14/Term"
"SH3BGRL3",-0.086455553960083,0.414348157752419,FALSE,"None","AGM","≥14/Term"
"SH3BP1",0.272640074757041,0.1016970728268,FALSE,"None","AGM","≥14/Term"
"SH3BP2",0.0640592185992941,0.00294763844353576,FALSE,"None","AGM","≥14/Term"
"SH3BP4",0.168985613689621,0.0722967201177126,FALSE,"None","AGM","≥14/Term"
"SH3BP5",-0.0346096343452614,0.861995920699058,FALSE,"None","AGM","≥14/Term"
"SH3BP5L",-0.0011692851158325,0.616676162856949,FALSE,"None","AGM","≥14/Term"
"SH3D19",-0.201263321027211,0.450883788386439,FALSE,"None","AGM","≥14/Term"
"SH3D21",-0.0746119401978893,0.882859920990547,FALSE,"None","AGM","≥14/Term"
"SH3GL1",0.303481836975848,0.39616768852166,FALSE,"None","AGM","≥14/Term"
"SH3GL2",-0.0624584240606645,0.983311858991297,FALSE,"None","AGM","≥14/Term"
"SH3GL3",-0.0699409209656687,0.931387994139266,FALSE,"None","AGM","≥14/Term"
"SH3GLB1",-0.0671367951497697,0.838186637539378,FALSE,"None","AGM","≥14/Term"
"SH3KBP1",-0.0536847699623994,0.999994331261179,FALSE,"None","AGM","≥14/Term"
"SH3PXD2A",0.143839159320255,0.57962789721276,FALSE,"None","AGM","≥14/Term"
"SH3PXD2B",0.0891197065568923,0.139746766364348,FALSE,"None","AGM","≥14/Term"
"SH3RF1",-0.171928281893683,0.787687336117462,FALSE,"None","AGM","≥14/Term"
"SH3RF2",-0.702779268783855,1.74260173977371e-05,FALSE,"None","AGM","≥14/Term"
"SH3RF3",0.312019493981454,0.137281551141531,FALSE,"None","AGM","≥14/Term"
"SH3TC2",-1.27081419099494,0.0311891492526445,FALSE,"None","AGM","≥14/Term"
"SH3YL1",0.10195278524374,0.874037576356106,FALSE,"None","AGM","≥14/Term"
"SHANK2",-0.137463882990258,0.624933753909992,FALSE,"None","AGM","≥14/Term"
"SHARPIN",0.173053029329088,0.0851351013336027,FALSE,"None","AGM","≥14/Term"
"SHB",0.342297260076393,0.223747761520751,FALSE,"None","AGM","≥14/Term"
"SHC1",0.00760087610832866,0.437335658208986,FALSE,"None","AGM","≥14/Term"
"SHC3",-0.31138288292352,0.445789454842576,FALSE,"None","AGM","≥14/Term"
"SHC4",-0.129277834561387,0.0401239833971771,FALSE,"None","AGM","≥14/Term"
"SHCBP1",0.0937321924288291,0.744161126020537,FALSE,"None","AGM","≥14/Term"
"SHD",-0.0506592209695206,0.974315469535946,FALSE,"None","AGM","≥14/Term"
"SHE",-0.0351604148873286,0.999994331261179,FALSE,"None","AGM","≥14/Term"
"SHFL",0.346734233796925,0.027942264959155,FALSE,"None","AGM","≥14/Term"
"SHISA2",0.00430151650234842,0.999994331261179,FALSE,"None","AGM","≥14/Term"
"SHISA6",-0.0744671788241623,0.91928807455299,FALSE,"None","AGM","≥14/Term"
"SHISA8",0.0303911217175026,0.309093851784391,FALSE,"None","AGM","≥14/Term"
"SHISAL2A",-0.026862580143219,0.999994331261179,FALSE,"None","AGM","≥14/Term"
"SHISAL2B",-0.154309727404159,0.227084824160191,FALSE,"None","AGM","≥14/Term"
"SHKBP1",0.126586654852033,0.670002161432733,FALSE,"None","AGM","≥14/Term"
"SHLD1",-0.0774417894508961,0.770405985180917,FALSE,"None","AGM","≥14/Term"
"SHLD3",-0.0513410880917431,0.788427325682053,FALSE,"None","AGM","≥14/Term"
"SHMT1",-0.203641459427474,0.649542676251262,FALSE,"None","AGM","≥14/Term"
"SHMT2",-0.179939966202089,0.223747761520751,FALSE,"None","AGM","≥14/Term"
"SHOC1",-0.0154639047821269,0.180305660821678,FALSE,"None","AGM","≥14/Term"
"SHOX2",-0.037186944308535,0.423148790087204,FALSE,"None","AGM","≥14/Term"
"SHPRH",-0.150751063025451,0.660967977858466,FALSE,"None","AGM","≥14/Term"
"SHQ1",0.070989369807877,0.820705710070545,FALSE,"None","AGM","≥14/Term"
"SHROOM3",-0.206244852712359,0.372675130565985,FALSE,"None","AGM","≥14/Term"
"SHROOM4",-0.13306615434024,0.00525464149278723,FALSE,"None","AGM","≥14/Term"
"SHTN1",0.0278157717423185,0.815786438004599,FALSE,"None","AGM","≥14/Term"
"SI",-0.0332998530261099,0.977257671041954,FALSE,"None","AGM","≥14/Term"
"SIAE",0.0758508848616951,0.902937104640742,FALSE,"None","AGM","≥14/Term"
"SIAH1",0.0218256517448975,0.6490185111364,FALSE,"None","AGM","≥14/Term"
"SIAH2",0.0739514148412887,0.704582008366987,FALSE,"None","AGM","≥14/Term"
"SIAH3",0.0261407220003615,0.621433717899493,FALSE,"None","AGM","≥14/Term"
"SIDT1",0.278106039779542,0.578030062509424,FALSE,"None","AGM","≥14/Term"
"SIDT2",-0.0500630355121188,0.887986785025907,FALSE,"None","AGM","≥14/Term"
"SIGIRR",0.731569435751328,0.0388247192689842,FALSE,"None","AGM","≥14/Term"
"SIGLEC1",0.107326710929154,0.0368911032121558,FALSE,"None","AGM","≥14/Term"
"SIGLEC10",-0.0462693601082523,0.970631908375502,FALSE,"None","AGM","≥14/Term"
"SIGLEC12",-0.0475931457567745,0.958450909495205,FALSE,"None","AGM","≥14/Term"
"SIGLEC15",0.0413180216078739,0.0916913164710844,FALSE,"None","AGM","≥14/Term"
"SIGLEC5",-0.0428582152653372,0.839508601181092,FALSE,"None","AGM","≥14/Term"
"SIGLEC6",-0.00102366591811519,0.939176599237918,FALSE,"None","AGM","≥14/Term"
"SIGMAR1",0.246551564304866,0.315090367887881,FALSE,"None","AGM","≥14/Term"
"SIK1",0.128688670504216,0.752252202290019,FALSE,"None","AGM","≥14/Term"
"SIK2",0.180129870216813,0.636730701853369,FALSE,"None","AGM","≥14/Term"
"SIK3",0.173994390732993,0.0018604056804412,FALSE,"None","AGM","≥14/Term"
"SIKE1",-0.0847931116205866,0.914745656741302,FALSE,"None","AGM","≥14/Term"
"SIL1",0.0202087502422052,0.202517227247842,FALSE,"None","AGM","≥14/Term"
"SIM2",-0.00118869270917708,0.961073045055653,FALSE,"None","AGM","≥14/Term"
"SIMC1",-0.0746768358757279,0.438898468673241,FALSE,"None","AGM","≥14/Term"
"SIN3A",0.354672252867978,0.153929767089384,FALSE,"None","AGM","≥14/Term"
"SIN3B",0.443973630918926,0.143586480226397,FALSE,"None","AGM","≥14/Term"
"SINHCAF",0.0572428602595987,0.893449330036932,FALSE,"None","AGM","≥14/Term"
"SIPA1L1",0.0114314748861556,0.141685949041177,FALSE,"None","AGM","≥14/Term"
"SIPA1L2",0.0582227778601497,0.410606140030397,FALSE,"None","AGM","≥14/Term"
"SIPA1L3",-0.0276839396932911,0.472272342484355,FALSE,"None","AGM","≥14/Term"
"SIRPA",0.0287611279827225,0.562555498235054,FALSE,"None","AGM","≥14/Term"
"SIRPB2",-0.0216323640507878,0.899368137157684,FALSE,"None","AGM","≥14/Term"
"SIRT1",0.0218114241740533,0.931387994139266,FALSE,"None","AGM","≥14/Term"
"SIRT3",-0.425713917044572,0.128915879396315,FALSE,"None","AGM","≥14/Term"
"SIRT4",-0.958840864851546,0.000896144616232748,FALSE,"None","AGM","≥14/Term"
"SIRT5",-0.0230553360717246,0.623256818515427,FALSE,"None","AGM","≥14/Term"
"SIRT6",0.0408917799458234,0.992686299982605,FALSE,"None","AGM","≥14/Term"
"SIT1",0.0555587988574628,0.142662807628974,FALSE,"None","AGM","≥14/Term"
"SIVA1",0.00920742541535404,0.313587893530313,FALSE,"None","AGM","≥14/Term"
"SKA1",-0.519879671588598,0.0114078211894834,FALSE,"None","AGM","≥14/Term"
"SKA2",-0.376739862961103,0.0745423279132279,FALSE,"None","AGM","≥14/Term"
"SKA3",0.0212810648206846,0.960968903186931,FALSE,"None","AGM","≥14/Term"
"SKAP1",0.106745837701439,0.780494090220983,FALSE,"None","AGM","≥14/Term"
"SKAP2",-0.0401599771811999,0.970950979177643,FALSE,"None","AGM","≥14/Term"
"SKI",0.104884756532508,0.0646010243386172,FALSE,"None","AGM","≥14/Term"
"SKIC2",0.168408802883791,0.53540966587813,FALSE,"None","AGM","≥14/Term"
"SKIC3",-0.141910862043728,0.666077709865181,FALSE,"None","AGM","≥14/Term"
