"Gene","lfc","padj","Significant","Regulation","Species","Strain","Daterange"
"PRRT1",-1.04389254630909,0.00836178336865831,FALSE,"None","Cyno","Malale","≥14/Term"
"PRRT1B",0.102221046739568,0.668564711909752,FALSE,"None","Cyno","Malale","≥14/Term"
"PRRT2",-1.51693886279435,3.62878478450136e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PRRT3",1.08896240418448,2.82682696301848e-07,FALSE,"None","Cyno","Malale","≥14/Term"
"PRRX2",0.31243428149598,0.28242770425683,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS12",-0.0366266785956545,0.87734541444229,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS16",0.450836376339617,0.107575965771768,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS21",1.1704608011162,0.000661359426723153,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS22",1.22248932706896,0.000132346859955845,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS33",0.82931443475112,1.47915391162946e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS36",0.424846449827777,0.0631022442498199,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS38",0.0552536381117878,0.880425836767612,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS41",1.02717636058738,3.41965668644379e-07,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS51",1.35202039895192,3.07181902939379e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS53",0.0189081399067365,0.909721538944217,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS54",-0.108435491888214,0.70923470327543,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS55",1.14991803404772,6.39091685749784e-08,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS57",1.58292174976075,2.12608132695864e-16,FALSE,"None","Cyno","Malale","≥14/Term"
"PRSS8",0.00653456229812061,0.982368600835612,FALSE,"None","Cyno","Malale","≥14/Term"
"PRTFDC1",-0.10816637923721,0.724341115297287,FALSE,"None","Cyno","Malale","≥14/Term"
"PRTG",0.582829034696051,0.0541074127918267,FALSE,"None","Cyno","Malale","≥14/Term"
"PRUNE2",-0.226461390096618,0.427572254881901,FALSE,"None","Cyno","Malale","≥14/Term"
"PRX",1.54957113082938,5.92860584606647e-09,FALSE,"None","Cyno","Malale","≥14/Term"
"PRXL2A",0.26682459893178,0.124803266785569,FALSE,"None","Cyno","Malale","≥14/Term"
"PRXL2C",-0.0599744044874605,0.653664713734474,FALSE,"None","Cyno","Malale","≥14/Term"
"PSAP",1.00699610768027,1.62049990327155e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PSD",0.918777031024663,4.44838153499163e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PSD2",-0.036881660879191,0.918303578074788,FALSE,"None","Cyno","Malale","≥14/Term"
"PSD3",-0.17243741173932,0.524472950237821,FALSE,"None","Cyno","Malale","≥14/Term"
"PSD4",0.851913420441255,5.82065884232417e-13,FALSE,"None","Cyno","Malale","≥14/Term"
"PSEN1",0.0503598477718715,0.605783728183991,FALSE,"None","Cyno","Malale","≥14/Term"
"PSEN2",0.555057472450948,0.0174010196756543,FALSE,"None","Cyno","Malale","≥14/Term"
"PSIP1",-0.780545253578154,9.45768687073989e-09,FALSE,"None","Cyno","Malale","≥14/Term"
"PSKH1",0.477418378862397,1.64262518773483e-08,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMA1",-0.0115569877297079,0.944937792339361,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMA2",0.402378069931922,0.00458630015331728,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMA3",-0.418743705016089,0.00058032460193685,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMA4",0.173687473942184,0.170497342218499,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMA5",0.417569345660899,9.08992054979601e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMA6",0.926797063938175,9.35603943458429e-22,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMA7",0.683081667667162,5.1865225783446e-08,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMA8",0.0902069348792842,0.794311428954725,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMB10",1.31426847266912,3.08662811327346e-23,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMB11",0.601426901176561,5.27977911266237e-08,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMB2",0.843283285377117,1.77231804246491e-09,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMB3",1.08047687435887,1.28247700896755e-14,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMB4",0.706342831007176,1.4710035888016e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMB5",0.854371447404805,3.80584966432454e-13,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMB6",0.350243311775082,0.0781307587722581,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMB7",0.679038399997431,1.1831315173406e-08,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMB9",1.22275564866646,8.67016688094322e-11,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMC1",0.0393201557451311,0.726208293599521,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMC2",0.0274200544940459,0.881072533012999,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMC3",0.668422438031608,7.72767432992506e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMC3IP",0.167300844582649,0.267302262407426,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMC4",0.168228820439397,0.273088408511843,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMC5",0.437003858949343,0.0052916137529555,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMC6",0.0410950974449007,0.657620406512092,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD1",0.304869347873911,0.000370184623779027,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD10",-0.184372712151101,0.227250017033982,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD11",0.293417122147657,4.85485999682592e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD12",-0.032504021052384,0.714009909889574,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD13",0.34470526214439,0.105904171069352,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD14",0.0906841415261053,0.609301301813638,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD2",0.799183331427892,1.6329660748294e-10,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD3",0.739245168909595,4.16625907932833e-14,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD4",-0.244874105313109,0.0600962599407564,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD5",0.0103269689332071,0.935323350534185,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD6",0.0706476238256543,0.581465591928487,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD7",0.108470032925315,0.416880993691303,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD8",0.414680021771442,0.00131959555833918,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMD9",-1.04448252067461,9.89465948462853e-13,FALSE,"None","Cyno","Malale","≥14/Term"
"PSME1",0.981071376368866,6.34447766892292e-12,FALSE,"None","Cyno","Malale","≥14/Term"
"PSME2",1.87164031080082,4.56269749031903e-25,FALSE,"None","Cyno","Malale","≥14/Term"
"PSME3",0.561438640143177,1.17819048443707e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PSME3IP1",-0.32612271345498,0.000241899998237644,FALSE,"None","Cyno","Malale","≥14/Term"
"PSME4",-0.185091479623295,0.0956386406153258,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMF1",0.32466563090584,0.00353924567417534,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMG3",0.713064614227541,0.00217407532256655,FALSE,"None","Cyno","Malale","≥14/Term"
"PSMG4",0.389642836581917,0.00261837677990577,FALSE,"None","Cyno","Malale","≥14/Term"
"PSORS1C2",-0.0106940631338861,0.911931078534632,FALSE,"None","Cyno","Malale","≥14/Term"
"PSPC1",-0.482414608824929,9.31982200963148e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"PSRC1",0.319689260435075,0.321281001327446,FALSE,"None","Cyno","Malale","≥14/Term"
"PSTK",-0.407050922960422,0.00742859889241375,FALSE,"None","Cyno","Malale","≥14/Term"
"PSTPIP1",1.13165562783826,1.14687073652814e-17,FALSE,"None","Cyno","Malale","≥14/Term"
"PSTPIP2",2.01545029025926,5.82204967799146e-34,TRUE,"Up","Cyno","Malale","≥14/Term"
"PTAFR",0.119605351485509,0.615856166248279,FALSE,"None","Cyno","Malale","≥14/Term"
"PTAR1",-0.449789290985214,0.000784913949980644,FALSE,"None","Cyno","Malale","≥14/Term"
"PTBP1",1.0700435246215,2.51221052243948e-16,FALSE,"None","Cyno","Malale","≥14/Term"
"PTBP2",-0.640994725989139,3.92823885190339e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PTBP3",-0.246075360468963,0.0688001723701269,FALSE,"None","Cyno","Malale","≥14/Term"
"PTCD1",0.628421110948003,8.82497848675808e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PTCD2",-0.165446719145596,0.285831509096954,FALSE,"None","Cyno","Malale","≥14/Term"
"PTCD3",-0.64213669700121,4.96019517731541e-08,FALSE,"None","Cyno","Malale","≥14/Term"
"PTCH1",-0.841033393405728,0.02099083701844,FALSE,"None","Cyno","Malale","≥14/Term"
"PTCH2",-0.383430659790272,0.00168051290139414,FALSE,"None","Cyno","Malale","≥14/Term"
"PTCHD1",-0.0268049023340099,0.928309402465696,FALSE,"None","Cyno","Malale","≥14/Term"
"PTCHD3",-0.0733168880232139,0.84513431621164,FALSE,"None","Cyno","Malale","≥14/Term"
"PTCHD4",0.502761769032241,0.103929947095907,FALSE,"None","Cyno","Malale","≥14/Term"
"PTDSS1",-0.172531559835974,0.0831172143918527,FALSE,"None","Cyno","Malale","≥14/Term"
"PTDSS2",0.344444004692887,0.0296810910769329,FALSE,"None","Cyno","Malale","≥14/Term"
"PTEN",0.447520435087028,0.0092516556926328,FALSE,"None","Cyno","Malale","≥14/Term"
"PTER",-0.120386694402774,0.277523859661629,FALSE,"None","Cyno","Malale","≥14/Term"
"PTGDR",1.11569595248044,1.90449516617487e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PTGER3",0.446373313121215,0.153777471201119,FALSE,"None","Cyno","Malale","≥14/Term"
"PTGER4",0.558852989925059,2.99640795710809e-07,FALSE,"None","Cyno","Malale","≥14/Term"
"PTGES",-0.417754086875025,0.176722852339023,FALSE,"None","Cyno","Malale","≥14/Term"
"PTGES3",-0.767248477487849,4.27793556845691e-16,FALSE,"None","Cyno","Malale","≥14/Term"
"PTGFRN",1.62106671464892,1.71885567125252e-08,FALSE,"None","Cyno","Malale","≥14/Term"
"PTGIS",1.46968602754077,0.000408644803083295,FALSE,"None","Cyno","Malale","≥14/Term"
"PTGR1",-2.07485156550743,1.66518690801697e-06,TRUE,"Down","Cyno","Malale","≥14/Term"
"PTGR2",0.397983096602796,0.00681723406843784,FALSE,"None","Cyno","Malale","≥14/Term"
"PTGR3",0.488701410791223,0.000256477609319866,FALSE,"None","Cyno","Malale","≥14/Term"
"PTGS1",0.666573082598495,0.00282124831521969,FALSE,"None","Cyno","Malale","≥14/Term"
"PTGS2",-1.15414202643457,0.00352012341481556,FALSE,"None","Cyno","Malale","≥14/Term"
"PTH1R",-0.223420133642428,0.480533171530588,FALSE,"None","Cyno","Malale","≥14/Term"
"PTH2R",-0.0385123642934476,0.917102702332156,FALSE,"None","Cyno","Malale","≥14/Term"
"PTK2",-1.16780571839092,6.74971710571507e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"PTK2B",0.770540521941732,1.48477956075113e-09,FALSE,"None","Cyno","Malale","≥14/Term"
"PTK7",0.172726157910306,0.52851429004387,FALSE,"None","Cyno","Malale","≥14/Term"
"PTOV1",-0.00102017416921428,0.994070357990753,FALSE,"None","Cyno","Malale","≥14/Term"
"PTP4A1",0.559271967746128,0.000957930935862261,FALSE,"None","Cyno","Malale","≥14/Term"
"PTP4A2",-0.0074566172512374,0.945086846878301,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPA",0.665129934484203,9.4652235674818e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPDC1",-0.339388926905801,0.0440726433115505,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPMT1",0.569794778280977,2.7734095962369e-07,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN1",0.905479666544683,3.73228738958468e-16,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN11",0.349531777859342,0.00413072147031861,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN12",-0.389864295448517,0.0229168517928764,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN13",-1.05749037616836,1.5446965070858e-09,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN14",0.360143515210461,0.193074124214248,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN18",0.0227598159404547,0.935323350534185,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN2",0.544926299559671,1.21348352608113e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN20",0.419247904575367,0.231159232051326,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN22",-1.13533337477308,5.34538282398364e-14,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN3",0.184434707878985,0.586435880620136,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN4",-0.623295871823857,0.0002409008522897,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN5",0.81345202485661,0.0184531527248206,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN6",0.386381568329053,0.00113709819730389,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN7",0.217829379331295,0.185862534968448,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPN9",0.223255187004538,0.0626124554568513,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRA",-0.303353551223201,2.48141976138427e-07,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRB",-0.155491945936122,0.562504414907058,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRC",-0.507966905610504,2.2865183567815e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRD",0.556978985917768,0.0382549937065958,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRE",0.357539017283578,0.0479972057520023,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRG",-0.824264788463561,0.00852094120951396,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRH",0.449878485558049,0.091518479431971,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRJ",0.377163370285093,0.00636732435746361,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRK",0.827926606743508,5.02632970447248e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRM",-0.428319828581377,0.122118473431347,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRN",0.398335109926145,0.231691466306264,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRO",1.17651128230999,2.76102639223397e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRQ",-0.268889365734961,0.212484183612643,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRR",-0.0196558934037621,0.951555522679903,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRT",-1.97549690213641,6.72493781800978e-09,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRU",0.15021611634124,0.625828476698095,FALSE,"None","Cyno","Malale","≥14/Term"
"PTPRZ1",0.00270370050361886,0.995745914590586,FALSE,"None","Cyno","Malale","≥14/Term"
"PTRH1",1.03439366633371,1.30069588847111e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PTRH2",-0.239545251560205,0.00910294827253966,FALSE,"None","Cyno","Malale","≥14/Term"
"PTRHD1",0.448036860349755,0.0589465877091367,FALSE,"None","Cyno","Malale","≥14/Term"
"PTS",-1.84896498362318,1.05217832870928e-10,FALSE,"None","Cyno","Malale","≥14/Term"
"PTTG1",-0.191894132020438,0.449992761785533,FALSE,"None","Cyno","Malale","≥14/Term"
"PTTG1IP",0.606197149524759,3.64992192567447e-10,FALSE,"None","Cyno","Malale","≥14/Term"
"PTX3",3.51413574579108,4.13228000552462e-28,TRUE,"Up","Cyno","Malale","≥14/Term"
"PTX4",0.457919780933151,0.0532315866507042,FALSE,"None","Cyno","Malale","≥14/Term"
"PUDP",-0.0291810672830814,0.876733238636187,FALSE,"None","Cyno","Malale","≥14/Term"
"PUF60",1.0252174250713,1.99506481915413e-11,FALSE,"None","Cyno","Malale","≥14/Term"
"PUM1",-0.165918479469731,0.0681276871202583,FALSE,"None","Cyno","Malale","≥14/Term"
"PUM2",-0.496400141981256,2.69477964135948e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"PUM3",-0.564120118080338,6.14411922820603e-08,FALSE,"None","Cyno","Malale","≥14/Term"
"PURB",0.549525403834279,0.000676812875977336,FALSE,"None","Cyno","Malale","≥14/Term"
"PURG",-0.137285192906556,0.513080573993309,FALSE,"None","Cyno","Malale","≥14/Term"
"PUS1",0.710101746028582,1.27890540876013e-14,FALSE,"None","Cyno","Malale","≥14/Term"
"PUS10",-0.288779427110277,0.0421850387894734,FALSE,"None","Cyno","Malale","≥14/Term"
"PUS3",-0.631991958527203,4.30112653836332e-08,FALSE,"None","Cyno","Malale","≥14/Term"
"PUS7",-0.717854143412331,3.04729350235042e-15,FALSE,"None","Cyno","Malale","≥14/Term"
"PUS7L",-0.0274871968492233,0.874297763313291,FALSE,"None","Cyno","Malale","≥14/Term"
"PVR",-0.249054838879924,0.0889206869489119,FALSE,"None","Cyno","Malale","≥14/Term"
"PVRL4",1.75249801661177,8.90177031091491e-07,FALSE,"None","Cyno","Malale","≥14/Term"
"PWP1",-0.382039457654067,9.73659425783806e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"PWP2",0.311043409570986,0.00439445365536375,FALSE,"None","Cyno","Malale","≥14/Term"
"PWWP2A",-0.530728515708512,2.97571921244187e-09,FALSE,"None","Cyno","Malale","≥14/Term"
"PWWP3A",0.218253609002064,0.0932386672625832,FALSE,"None","Cyno","Malale","≥14/Term"
"PXDC1",1.44197498984997,8.17678129217689e-10,FALSE,"None","Cyno","Malale","≥14/Term"
"PXDNL",-0.55162538002782,0.0108304870663067,FALSE,"None","Cyno","Malale","≥14/Term"
"PXK",-0.369444630281421,0.000949047594147181,FALSE,"None","Cyno","Malale","≥14/Term"
"PXMP2",-0.456381599363657,0.000291216214069083,FALSE,"None","Cyno","Malale","≥14/Term"
"PXN",0.673872707338004,1.26337607789924e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PXYLP1",0.576509094969246,0.000945866855636435,FALSE,"None","Cyno","Malale","≥14/Term"
"PYCARD",2.87750762415432,1.59177655115669e-28,TRUE,"Up","Cyno","Malale","≥14/Term"
"PYCR1",1.06706141856125,2.29349826706098e-08,FALSE,"None","Cyno","Malale","≥14/Term"
"PYCR2",0.642618385154642,4.75281271489903e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"PYCR3",1.13026276969166,3.55993087995853e-09,FALSE,"None","Cyno","Malale","≥14/Term"
"PYGB",0.221409399089166,0.084928894431886,FALSE,"None","Cyno","Malale","≥14/Term"
"PYGL",2.39838296343158,1.62855919236883e-17,TRUE,"Up","Cyno","Malale","≥14/Term"
"PYGM",-0.234199115809492,0.280914053423051,FALSE,"None","Cyno","Malale","≥14/Term"
"PYGO1",0.10657970283834,0.739520721526995,FALSE,"None","Cyno","Malale","≥14/Term"
"PYGO2",0.456932348413804,2.90486180042766e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"PYHIN1",-1.26951298627521,3.64448600149697e-18,FALSE,"None","Cyno","Malale","≥14/Term"
"PYM1",0.024751384799641,0.849169644947153,FALSE,"None","Cyno","Malale","≥14/Term"
"PYROXD1",0.0356144126749606,0.83568845474378,FALSE,"None","Cyno","Malale","≥14/Term"
"PYROXD2",-0.439590050641827,0.0146827086544006,FALSE,"None","Cyno","Malale","≥14/Term"
"PYURF",1.68229877590813,1.49152733016021e-17,FALSE,"None","Cyno","Malale","≥14/Term"
"PZP",1.35662163467256,0.000292649737528903,FALSE,"None","Cyno","Malale","≥14/Term"
"QARS1",0.267253740297077,0.104117290285676,FALSE,"None","Cyno","Malale","≥14/Term"
"QDPR",0.306309761507952,0.0100396671172525,FALSE,"None","Cyno","Malale","≥14/Term"
"QKI",-0.048098656636802,0.784708533569153,FALSE,"None","Cyno","Malale","≥14/Term"
"QNG1",0.302302549086763,0.00985481280608828,FALSE,"None","Cyno","Malale","≥14/Term"
"QPCT",1.76863721910795,4.66386588283303e-08,FALSE,"None","Cyno","Malale","≥14/Term"
"QPCTL",0.32619292126928,0.0375612468911769,FALSE,"None","Cyno","Malale","≥14/Term"
"QRFPR",-0.863014281188703,0.0285065694702005,FALSE,"None","Cyno","Malale","≥14/Term"
"QRICH1",-0.0453122595469985,0.667377173869223,FALSE,"None","Cyno","Malale","≥14/Term"
"QSER1",-0.589429032161956,3.85238678478679e-08,FALSE,"None","Cyno","Malale","≥14/Term"
"QSOX1",1.29246147958914,1.88425668040232e-14,FALSE,"None","Cyno","Malale","≥14/Term"
"QSOX2",0.0203473581426054,0.910977505664463,FALSE,"None","Cyno","Malale","≥14/Term"
"QTRT1",0.707269847346251,1.24812843005806e-07,FALSE,"None","Cyno","Malale","≥14/Term"
"QTRT2",-0.211139175534836,0.0352221693228038,FALSE,"None","Cyno","Malale","≥14/Term"
"R3HCC1",-0.538188350687734,0.0823915955817606,FALSE,"None","Cyno","Malale","≥14/Term"
"R3HCC1L",-0.297479476091513,0.0275842404268737,FALSE,"None","Cyno","Malale","≥14/Term"
"R3HDM1",-0.84448121026078,7.77082656980513e-24,FALSE,"None","Cyno","Malale","≥14/Term"
"R3HDM2",-0.214076889658488,0.011580084494905,FALSE,"None","Cyno","Malale","≥14/Term"
"R3HDM4",-1.18822049995848,2.95616290724719e-11,FALSE,"None","Cyno","Malale","≥14/Term"
"R3HDML",-0.122766748677138,0.727642490990998,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB10",0.16790328619474,0.0990627691575865,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB11A",0.413138144919551,0.0497023729803291,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB11FIP1",-0.225804809771838,0.133273323034814,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB11FIP2",-0.474832545356815,1.85251635674285e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB11FIP3",0.0146579699714947,0.934277797089498,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB11FIP4",-0.0731931508257047,0.628874144497309,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB11FIP5",-0.0167661968202969,0.952664480919694,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB12",-0.0742521789464107,0.494924369225904,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB13",-2.21441180752704,1.70793639272171e-10,TRUE,"Down","Cyno","Malale","≥14/Term"
"RAB14",-0.238278274204776,0.0986134434901181,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB15",1.38929930204139,1.13589353895448e-07,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB18",-0.0489640995977938,0.729901440899099,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB19",0.473758180695735,0.0174010196756543,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB1A",0.249335489291369,0.0274587396940803,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB1B",1.35953933748565,2.02852249035719e-20,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB21",-0.0427309662300898,0.796330282124508,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB22A",-0.114587079851353,0.346415481882877,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB24",0.532934082148147,0.00158444121537618,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB25",0.763507216921272,0.000665622167670573,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB26",1.2765297859714,3.78761315485742e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB27A",-0.262409390138221,0.111475292762372,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB27B",0.447821338718351,0.0666870574236683,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB28",-0.213525300419011,0.110466024945559,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB2A",-0.520676950816528,1.72415200785263e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB2B",-0.432593865655202,1.04936185799552e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB30",-1.25968884411272,1.01141426054304e-10,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB31",1.1018540991263,1.63318348550636e-11,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB33A",0.650509580498743,0.019956417783232,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB33B",0.305365456023429,0.0847407774689912,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB34",1.31476054531343,2.87601981120541e-06,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB35",0.584739100425874,1.1237637362066e-09,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB36",0.282723748510878,0.380397527020557,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB37",1.22485962822678,3.31633900423679e-14,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB38",2.82475799391292,9.70166650788664e-14,TRUE,"Up","Cyno","Malale","≥14/Term"
"RAB39A",0.678742285791887,0.0021446017777075,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB39B",-0.81469371695927,0.000998219324738278,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB3A",0.0413606687922019,0.875043437131804,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB3B",0.58019265911553,0.0357699846692655,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB3C",-1.92567638057078,1.59139096562721e-19,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB3D",0.972639376505876,5.63386762946435e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB3GAP1",0.0485255929425273,0.713125063747016,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB3GAP2",-0.0569692867596128,0.565354538302625,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB3IL1",-0.847638948037449,0.00479994332757469,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB3IP",0.654632099663906,0.00818077673591897,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB40AL",0.661975633813774,0.00619127385578671,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB40C",0.663665843412125,0.000249004208735013,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB41",0.0328361856428944,0.909291353664972,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB43",1.2270908650728,3.14047371015686e-53,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB44",1.27731315162752,7.34441153963722e-09,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB4A",-0.130232353251272,0.265161963658095,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB4B",0.254927022834352,0.0557054980881134,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB5A",-0.529617476690775,1.30017288117708e-05,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB5B",-0.0434808527384902,0.691000586240351,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB5C",0.286910107535555,0.0278925185271975,FALSE,"None","Cyno","Malale","≥14/Term"
"RAB6A",-0.189344227717591,0.0548945002240879,FALSE,"None","Cyno","Malale","≥14/Term"
